Company_Number,SYS_RESPNUM,SURVEY_POLE,SURVEY_CONTACT_FUNCTION,SURVEY_VALUE_CHAIN,MAXDIFF: Material selection support,MAXDIFF: Processing support,MAXDIFF: Application development support,MAXDIFF: Total system cost reduction,MAXDIFF: Efficient and reliable ordering process,MAXDIFF: Delivery &amp; inventory management,MAXDIFF: Low material price,MAXDIFF: Formula based or fixed material price,MAXDIFF: Material coloring solutions,MAXDIFF: Account manager relationship,MAXDIFF: Collaboration during your innovation process,MAXDIFF: Collaboration for growth,MAXDIFF: Support towards your sustainability goals,MAXDIFF: Material quality,MAXDIFF: Supplier expertise of your industry,MAXDIFF: Global service and operations,MAXDIFF: Local service and operations,MAXDIFF: Business services,"MAXDIFF: Credit limit, financing and payment terms",MAXDIFF: Broad material portfolio,Willing to Changing suppliers,Willing to Give more business,Willing to Recommend to others,Willing to Specify as supplier of choice,Willing to Pay for consulting services,Willing to Pay price premium,Changed material suppliers in past,Given more business in past,Recommended to others in past,Specify as supplier of choice in past,Paid for consulting services in past,Paid premium in past,Will - Order large quantity for lower price,Will accept - No sales rep for lower price,Will accept - Cancellation fees for lower price,Will accept - Longer lead times for lower price,Will accept - Broader materials specs for lower price,Will - Use own transportation for lower price,Will - Allocate more spending to supplier for lower price,Will - Give up support for lower price,Price Importance,Quality and service importance
1614,3641,PAC,PURCHASING,Contract Manufacturer,0.599598,2.004047,2.980085,13.933496,3.563683,14.233416,14.185672,6.241908,0.585806,1.78173,0.218394,0.11418,1.662215,12.330493,2.451149,0.125969,5.266245,1.124957,14.631699,1.965258,3,4,4,4,1,1,0,1,1,1,0,0,3,3,2,4,5,2,3,4,40,60
1615,2962,PAC,MANAGEMENT (SENIOR),Molder,0.453686,5.244014,1.566309,12.368579,6.874507,12.560373,10.748688,7.729503,1.135544,0.719681,2.331498,1.832271,0.227832,10.348903,8.803935,0.031267,12.053786,0.317925,4.636151,0.015548,3,4,5,4,2,2,0,1,1,1,0,0,4,4,1,3,2,4,4,2,40,60
1616,3237,PAC,PURCHASING,Tier 1,4.3372,7.372299,1.421499,12.741851,0.865153,7.902113,15.922283,5.66268,1.218232,3.225872,0.575968,0.156372,3.004045,15.775224,6.707129,0.467971,5.733025,3.756172,2.71881,0.436102,1,1,5,4,3,4,1,1,1,1,0,1,4,4,3,2,4,1,4,5,60,40
1617,3854,PAC,MANUFACTURING,Molder,12.517058,7.936902,12.086299,13.018357,3.727297,3.749911,7.352926,3.204344,0.505114,0.340331,10.489478,0.379267,0.195228,9.219786,0.646256,0.184954,1.808245,0.035936,3.234422,9.367887,2,4,4,4,2,2,0,1,1,1,0,0,4,2,2,2,4,3,4,4,50,50
1618,2961,PAC,ENGINEERING/DESIGN,OEM,9.572409,13.531305,1.590132,8.12131,0.244665,0.518447,5.386613,0.553941,3.548733,2.420487,7.447513,11.195251,0.818905,5.058576,8.708514,12.368712,5.172663,0.607872,2.937995,0.195955,1,4,4,4,3,2,1,1,1,1,0,0,4,4,4,2,2,3,4,3,60,40
1619,2957,PAC,PURCHASING,Contract Manufacturer,1.656985,1.159838,2.383834,13.326364,0.162145,10.009813,14.618713,1.55208,2.74356,0.823685,0.370095,6.907442,6.794928,12.863807,4.409913,0.57573,5.310334,0.479332,13.751477,0.099926,2,5,5,4,1,2,1,1,1,1,0,1,4,2,1,4,1,5,5,5,40,60
1620,3028,PAC,MANUFACTURING,OEM,1.965604,9.025383,1.975994,5.883197,11.039737,13.13679,5.288397,0.831645,0.071063,11.472261,1.497929,0.31293,0.823855,13.53978,0.397049,11.215453,9.791074,0.046261,1.569667,0.11593,1,5,5,5,2,2,0,1,1,1,0,0,2,2,2,2,1,4,4,4,50,50
1621,1864,AMR,PURCHASING,Molder,0.15755,4.546292,0.901055,13.901137,5.359885,8.919355,14.533834,14.312362,0.257295,8.910528,0.6555,0.58016,2.107051,14.364328,0.418536,0.601067,6.287959,0.260075,0.032095,2.893937,5,5,5,5,2,2,1,1,1,1,0,0,5,5,2,5,2,4,5,4,65,35
1621,2398,AMR,MANAGEMENT (SENIOR),Molder,1.525486,3.283237,4.457579,14.951859,3.599064,8.064475,9.997757,12.988296,0.783609,0.38693,5.468199,10.769279,1.981909,13.537093,1.707436,0.217189,2.006951,2.773203,0.898035,0.602414,4,4,2,3,2,3,1,1,0,0,0,0,4,3,2,2,4,3,4,2,60,40
1621,2399,AMR,MANAGEMENT (SENIOR),Molder,5.755087,4.826029,3.408365,7.715941,1.942757,2.355857,12.762814,13.05699,0.423135,8.403907,0.737112,12.123404,1.210286,11.803597,6.277544,0.026765,0.134471,0.105169,0.117028,6.813742,1,5,5,5,2,1,1,1,1,1,0,0,4,4,2,4,3,3,4,4,60,40
1621,2418,AMR,ENGINEERING/DESIGN,Molder,12.541931,0.572813,12.30276,3.217673,0.508813,1.417338,1.97541,1.396693,4.487024,8.842718,11.821322,12.156332,1.102725,8.517542,7.359219,0.307147,0.064736,0.053289,0.003784,11.350733,4,4,4,4,1,2,1,1,1,1,0,0,2,2,1,1,1,2,3,2,60,40
1621,2725,AMR,PURCHASING,Molder,6.993041,2.445887,1.549492,13.375705,1.704502,11.688183,13.96129,12.970905,0.635688,3.384733,4.419143,5.378455,0.349017,13.624495,4.997643,1.22023,0.188022,0.151109,0.874934,0.087526,4,4,4,4,3,3,1,1,1,1,0,0,2,4,2,4,4,4,4,4,51,49
1621,2728,AMR,ENGINEERING/DESIGN,Molder,7.926939,10.31095,8.527769,12.323992,0.845277,1.427804,9.780117,0.842994,3.257415,11.693775,10.812522,1.381137,0.446274,12.450909,5.232962,0.349285,2.320897,0.031204,0.006387,0.03139,4,4,4,4,2,2,1,1,1,1,0,0,4,4,3,3,4,4,4,2,40,60
1621,2942,AMR,SALES,Molder,5.238343,4.257907,10.545766,13.023277,2.037236,1.776022,12.773267,10.160813,0.01637,4.065178,11.503524,7.407268,0.135894,12.947875,0.877692,0.450884,0.488127,0.109209,2.1752,0.010147,5,5,5,4,3,2,1,1,1,1,0,1,4,3,1,1,2,2,4,4,50,50
1621,3057,AMR,SALES,Molder,2.524705,2.423036,3.504335,13.821917,2.750963,10.732183,14.167779,0.73811,7.599531,4.616921,4.592203,7.832379,0.105576,14.67255,3.960275,0.168714,5.015547,0.324998,0.343087,0.105192,4,4,4,4,3,3,1,1,1,1,0,0,4,2,3,3,2,3,4,2,70,30
1621,3060,AMR,SALES,Molder,12.116729,0.402563,11.911622,4.822348,0.208382,0.367493,6.821889,3.328875,0.022543,10.016793,12.079219,11.853452,4.419847,6.913933,1.902225,0.814715,3.139272,7.339613,0.02547,1.493016,4,4,5,4,3,2,1,1,1,1,0,0,4,2,4,4,4,3,4,2,60,40
1621,3088,AMR,MANAGEMENT (SENIOR),Molder,11.585304,7.007381,3.747329,9.517347,3.05776,12.389232,12.868568,6.848865,0.827819,2.854337,2.69689,2.469726,0.031878,12.242724,8.304877,0.107604,2.782607,0.013114,0.589858,0.056779,1,5,4,5,2,2,1,1,1,1,1,0,2,4,2,2,2,3,4,2,70,30
1622,2939,PAC,PURCHASING,Tier 1,5.314077,3.831236,3.194021,14.703262,8.048066,2.018901,10.0516,8.960403,0.815153,5.336118,5.280435,0.211225,0.703957,14.830866,1.705622,11.012527,2.168735,0.074837,1.521939,0.217021,4,4,4,4,2,2,1,1,1,1,0,0,4,3,1,4,1,4,4,1,50,50
1623,1169,EUR,PURCHASING,Tier 1,5.074633,11.474653,7.135201,10.883753,5.303519,3.692804,12.944125,11.362634,0.423859,0.381431,2.830078,0.696561,1.406242,13.035693,10.279717,0.027011,0.081072,0.293699,2.656797,0.016517,3,3,1,1,3,2,1,1,1,1,1,1,4,2,2,4,2,4,5,1,50,50
1623,3585,EUR,ENGINEERING/DESIGN,Tier 1,12.02,9.976429,12.322127,10.448565,0.13225,0.055776,0.169575,0.341562,0.022054,3.256892,12.100341,2.689946,3.838435,10.558533,11.593135,5.046373,1.34602,0.429868,0.022925,3.629192,3,3,5,4,3,3,1,0,1,1,0,0,3,3,3,3,3,3,3,3,0,100
1624,1146,EUR,SUPPLY CHAIN,Tier 1,1.931423,2.056315,1.644146,3.233632,15.420041,15.205261,7.816733,11.555611,0.252656,4.315324,4.200463,2.429208,1.601952,14.80201,1.19205,2.081659,4.98105,0.972853,0.081219,4.226394,3,3,4,4,3,2,0,0,1,1,0,0,2,3,3,2,4,3,3,2,50,50
1625,996,PAC,ENGINEERING/DESIGN,OEM,7.503611,12.413624,10.873684,5.617302,0.524329,6.714452,13.134231,4.985441,3.915927,4.97749,5.670118,0.608609,0.039834,12.488962,1.846095,1.410272,2.640735,0.019002,0.01719,4.599093,5,4,4,4,2,2,1,1,1,1,0,0,4,2,3,2,4,2,4,3,70,30
1626,3679,EUR,PURCHASING,Design House,1.610518,3.057237,5.542298,12.84946,1.239496,10.332226,11.029715,10.306557,0.015694,10.19381,4.945538,4.753415,0.745822,12.829437,6.802649,3.046625,0.213382,0.302655,0.148876,0.034591,1,2,4,4,4,2,1,1,1,0,1,1,4,1,3,4,2,4,4,3,40,60
1626,3959,EUR,ENGINEERING/DESIGN,Tier 2,12.984896,10.888163,12.701084,8.7249,0.2864,0.815422,2.905809,3.185192,5.933957,3.506928,12.871424,0.01881,0.767277,13.531726,7.709309,0.328503,1.799157,0.774927,0.026152,0.239964,4,4,4,4,2,2,1,1,1,1,1,1,4,2,2,2,2,4,4,2,50,50
1627,917,PAC,ENGINEERING/DESIGN,Contract Manufacturer,12.293321,6.649077,4.383479,5.865226,5.379286,1.230569,0.127753,6.924883,1.022047,2.142776,11.384283,2.028156,4.661616,12.714146,1.052606,1.630652,3.886467,5.323073,0.219474,11.08111,4,4,5,4,2,4,1,1,1,1,0,0,4,4,4,2,4,2,4,2,40,60
1628,1471,AMR,SALES,Molder,5.86824,0.818334,7.032756,6.257367,11.531475,8.041903,2.289219,2.472903,3.796196,4.796322,4.539284,3.45638,0.043121,13.950675,10.993222,0.337928,2.21668,0.141764,0.139246,11.276984,4,5,5,5,1,4,1,1,1,1,0,1,5,3,1,4,4,3,4,1,40,60
1629,3391,EUR,,OEM,10.354714,12.655053,5.619159,9.353754,1.937651,10.165779,3.127082,2.305318,2.398889,8.894375,8.634247,0.542272,5.378531,13.663942,3.877228,0.034427,0.354804,0.347162,0.261634,0.09398,4,4,4,4,4,3,1,1,1,1,1,0,3,3,3,2,2,3,4,4,40,60
1630,2788,AMR,PURCHASING,Converter,2.120598,2.333569,4.213952,13.163005,2.824669,3.727654,12.800708,10.243886,0.13691,11.206713,5.144269,4.087706,1.002272,14.678367,5.84355,0.185587,0.646858,4.126282,0.962881,0.550562,3,3,4,3,3,3,0,0,0,0,0,0,3,4,3,2,3,4,3,2,50,50
1631,1227,AMR,MANAGEMENT (SENIOR),Molder,0.830782,4.068067,0.059074,13.363923,10.764929,13.429607,13.79689,9.749137,2.172043,3.797486,0.913987,0.172358,0.433505,13.870109,0.516626,5.125141,6.412065,0.041892,0.08851,0.39387,4,5,5,5,2,1,1,1,1,1,0,0,3,3,1,1,2,2,3,1,50,50
1631,1240,AMR,SUPPLY CHAIN,Molder,10.933688,2.427187,10.74408,0.075182,4.939171,2.131123,0.639301,10.712767,0.150027,4.597566,1.410853,3.922025,1.016207,10.185974,9.706248,10.716908,11.282028,1.406537,0.089106,2.914021,1,5,4,4,1,4,1,1,1,1,0,1,5,1,5,1,3,1,4,1,33,67
1632,2753,PAC,MANAGEMENT (SENIOR),Distributor,1.775278,2.857041,0.30683,0.457042,7.656391,8.06217,0.148531,0.145266,4.383833,12.660981,1.817442,0.959269,2.540719,9.817574,1.494877,13.052841,10.81775,0.409196,6.760279,13.876688,2,4,4,4,2,4,1,1,1,1,0,0,4,1,1,1,4,2,3,4,50,50
1633,2099,AMR,SALES,Molder,12.036905,6.76914,11.582065,1.440573,5.571733,3.238561,2.72593,0.203201,0.319622,9.469622,6.969542,0.235195,0.376658,12.147065,11.681181,0.017287,8.518155,5.99852,0.362466,0.336579,4,4,4,4,3,3,1,1,1,0,0,0,3,2,2,3,2,3,3,2,40,60
1633,2110,AMR,SALES,Molder,3.87224,10.954198,2.085213,5.19495,12.798275,13.196617,12.47426,8.552815,1.909169,0.583859,0.387131,0.013079,0.060036,13.507811,0.514938,0.015405,2.134218,0.875467,5.813777,5.056542,1,3,5,3,3,4,1,1,1,0,0,1,2,4,4,2,3,2,3,2,40,60
1634,2331,PAC,PURCHASING,OEM,0.387468,1.394731,0.21603,14.200753,5.472059,3.597943,5.945235,5.907001,3.354332,0.563712,10.521013,2.374557,4.484633,14.652069,6.651652,2.018183,0.690069,5.479349,12.063075,0.026137,4,4,4,4,4,4,0,1,1,0,0,0,2,2,2,2,4,4,4,2,40,60
1634,3320,PAC,PURCHASING,Other,11.344089,6.027407,2.6661,1.646272,6.283803,4.592225,15.189439,13.280509,2.88563,0.995537,2.851688,4.765958,0.670863,15.308459,2.444388,1.645351,0.157098,0.52237,0.017726,6.705087,4,4,2,4,3,3,1,1,1,1,0,0,4,2,2,3,2,4,4,2,40,60
1634,3603,AMR,ENGINEERING/DESIGN,Engineering,11.916843,9.287013,4.339902,5.725374,2.758142,0.49081,4.769752,0.085582,0.252398,0.418155,9.576413,3.769862,12.604019,12.974313,3.198912,4.779401,1.61624,1.795534,0.005678,9.635655,5,5,1,4,3,3,1,1,0,1,0,0,4,3,3,4,4,2,5,2,50,50
1634,3983,PAC,PURCHASING,Other,9.146267,2.444926,1.044335,13.948313,0.156408,7.097161,12.817546,1.090245,2.290001,10.517335,9.309547,0.984522,7.014667,12.874487,0.169936,4.841986,2.870139,0.422749,0.118643,0.840787,4,4,4,3,2,2,1,1,1,0,0,0,4,4,2,1,1,1,4,2,60,40
1635,1494,PAC,PURCHASING,OEM,5.289574,3.444852,0.500078,0.398314,7.048709,13.290352,0.940925,8.38277,6.322069,6.197329,0.536993,0.383446,9.079378,14.835727,9.222693,2.791691,3.336959,7.440261,0.429329,0.128551,4,4,3,3,3,4,1,1,0,0,0,1,3,1,3,3,3,3,3,3,40,60
1636,429,AMR,MANAGEMENT (SENIOR),OEM,0.399744,0.283545,0.16498,13.826005,3.945194,13.34499,12.71689,10.189882,0.966731,3.005743,0.206745,0.26208,0.453578,14.023422,1.428176,3.393718,3.34103,0.154807,10.284046,7.608695,3,4,4,5,2,2,1,1,1,1,0,0,4,2,4,3,3,4,4,2,60,40
1637,946,AMR,PURCHASING,Tier 1,0.35874,5.6653,6.27052,12.968768,1.882948,9.835952,12.561181,9.793089,0.010745,2.218388,8.37392,6.287531,2.615299,13.561029,1.189451,0.758876,0.170553,0.081785,4.657611,0.738313,3,3,4,3,3,3,1,1,1,0,1,0,2,3,1,1,4,2,3,1,30,70
1638,954,PAC,PURCHASING,Molder,8.189874,4.566471,0.581954,13.524796,0.211284,5.53361,13.736014,9.213329,1.557904,4.421599,3.730666,0.456905,0.198421,12.592267,0.637253,7.692834,12.83143,0.192823,0.022194,0.108373,5,4,4,3,2,5,1,1,1,0,0,0,5,3,3,1,5,3,3,5,50,50
1639,3993,EUR,PURCHASING,Molder,10.10402,0.796018,8.919667,8.023363,4.471402,3.669197,12.538697,0.452353,0.013057,6.990039,6.164379,11.025857,3.002069,12.684357,9.282924,0.371375,0.429783,0.095964,0.914338,0.05114,4,4,4,4,2,4,1,1,1,1,0,0,2,2,2,1,2,4,4,4,65,35
1640,1035,PAC,ENGINEERING/DESIGN,ODM,12.457875,0.536521,7.376281,13.126294,1.294375,2.304989,5.927843,0.50688,0.024899,5.974656,12.104272,1.270446,7.101494,12.410884,8.544028,0.028864,0.925704,0.777769,0.757874,6.548053,1,1,1,1,1,1,1,1,1,1,0,0,3,2,1,1,2,2,4,2,60,40
1640,1695,PAC,PURCHASING,ODM,2.815777,6.997949,2.67653,9.389864,5.487423,13.758731,8.786404,3.346244,0.794629,2.81518,2.201969,3.058747,0.812628,15.113058,5.995306,0.258627,10.952689,0.569748,4.145764,0.022733,4,5,4,4,2,2,1,1,1,1,0,0,4,1,2,1,3,2,5,2,50,50
1641,914,PAC,ENGINEERING/DESIGN,Design House,11.986771,12.368943,11.789593,1.213162,0.092601,1.262348,0.022569,0.208758,8.270758,7.731914,12.477113,1.148938,1.978008,12.883979,7.281565,0.654253,1.36566,0.085342,0.090267,7.087456,1,5,5,5,2,4,1,1,1,1,0,1,4,2,4,2,2,2,5,2,30,70
1641,1032,PAC,ENGINEERING/DESIGN,Design House,12.632278,8.958271,11.139147,1.228972,3.387547,0.956207,2.229405,0.365649,12.840759,5.890487,12.209429,0.316515,6.753167,12.330125,7.838845,0.02405,0.093889,0.214967,0.445533,0.144758,2,2,5,5,3,3,0,0,1,1,0,0,5,3,4,2,2,4,5,1,10,90
1642,14,AMR,SALES,Molder,0.333692,5.575909,1.180108,14.204644,1.466496,2.401418,14.249127,12.11063,0.119965,13.529969,0.76364,0.982139,5.574663,9.080877,0.718718,0.180866,3.757378,1.223788,12.540971,0.005003,2,4,3,4,3,3,1,1,0,1,0,0,2,1,3,4,3,2,3,3,75,25
1642,404,AMR,ENGINEERING/DESIGN,Molder,0.979632,4.153805,0.573558,12.052928,11.267644,11.331327,11.929925,7.035949,0.601229,10.23648,0.935955,0.008967,0.388758,11.353749,0.57996,0.019021,9.279861,0.164942,7.100214,0.006095,5,5,4,4,2,4,1,1,1,0,0,1,4,4,2,2,2,4,4,2,75,25
1643,2493,PAC,MANAGEMENT (SENIOR),Contract Manufacturer,6.584007,2.747923,6.127989,13.330246,4.356701,9.406231,13.300693,10.297302,1.360833,0.110195,3.047539,0.319239,0.579006,13.026322,2.281712,0.066563,0.147035,0.062713,12.840684,0.007066,5,5,5,5,2,4,1,1,1,1,0,0,4,2,2,2,2,4,5,1,80,20
1644,2011,AMR,PURCHASING,Tier 1,3.479846,5.419883,2.885825,11.196267,9.468291,10.114024,13.093194,3.707485,0.250979,2.816497,2.592914,0.015735,0.315604,13.113614,0.972306,0.364783,10.431556,0.226114,9.517795,0.017288,4,4,5,4,1,1,1,1,1,0,0,0,2,1,1,1,2,1,1,1,50,50
1645,518,AMR,PURCHASING,Converter,0.275049,0.380993,1.262263,13.753785,12.321037,6.409733,13.944365,10.013382,0.014897,1.745378,2.124308,0.08881,2.951914,13.677569,0.127846,1.801284,0.352602,6.680989,11.196314,0.87748,2,4,5,4,2,2,0,1,1,1,0,0,4,2,2,2,3,2,4,4,50,50
1646,1329,EUR,MANAGEMENT (SENIOR),Molder,8.565256,11.799557,9.233868,0.375067,6.270447,3.529983,6.08489,1.092462,3.283285,11.222492,7.754317,4.867532,0.094627,12.486157,12.110647,0.037099,0.8513,0.115816,0.006802,0.218395,2,5,5,5,4,3,1,1,0,1,0,0,4,2,4,4,2,4,4,1,30,70
1647,3713,AMR,PURCHASING,Tier 1,0.783613,2.32208,0.143242,15.611717,2.478366,1.402629,15.661158,12.571704,1.879594,6.290916,3.103014,0.399145,0.252296,7.343829,5.725891,6.656116,14.03538,0.493525,2.01215,0.833635,4,4,5,5,3,2,1,1,1,1,0,0,2,4,3,4,3,4,2,4,70,30
1648,662,AMR,PURCHASING,OEM,10.969736,6.522575,11.114449,8.462911,2.490355,9.713444,4.374105,5.386836,12.359659,5.643848,5.817078,0.443443,0.143618,13.381412,0.484194,1.074806,0.826177,0.034328,0.568402,0.188625,4,4,4,4,2,2,1,1,1,1,0,1,2,1,2,1,2,1,4,1,40,60
1648,1818,AMR,ENGINEERING/DESIGN,OEM,12.715345,12.823087,12.563149,3.21233,0.788161,0.556557,0.6356,4.804403,1.36332,10.796546,12.639049,0.163714,0.7929,9.038083,0.500194,5.97684,4.135571,0.041629,0.165902,6.28762,5,5,5,5,4,4,0,0,1,1,1,1,4,1,3,2,2,1,3,1,20,80
1649,2334,PAC,MANAGEMENT (SENIOR),Molder,0.854353,0.098928,0.798464,9.378634,10.472976,9.755657,3.886172,12.268804,1.373386,5.90889,3.553237,0.353075,10.938405,11.925559,0.378237,0.151402,0.963741,6.689972,10.234084,0.016022,4,4,4,4,3,4,1,1,1,1,0,1,4,4,4,1,3,2,4,3,40,60
1650,10,EUR,ENGINEERING/DESIGN,Design House,11.856423,10.261977,12.553918,2.292838,0.417742,0.288261,1.850841,0.01987,2.371058,11.137036,12.05947,3.438549,2.55202,12.60443,12.323016,0.157647,0.358837,1.901424,0.139885,1.414757,1,4,5,4,2,4,1,1,1,1,0,1,3,1,3,2,1,1,4,1,20,80
1650,77,EUR,ENGINEERING/DESIGN,OEM,5.254951,5.071938,9.220849,6.825892,1.318002,0.531726,8.191294,4.386025,1.011726,6.95548,5.51203,0.750257,4.464704,14.168649,13.439257,11.595157,0.683913,0.118018,0.114762,0.385368,4,4,4,4,1,2,1,1,1,1,0,1,2,2,3,4,1,4,4,1,70,30
1651,3376,EUR,SUPPLY CHAIN,Molder,3.89147,0.203071,2.731341,12.651005,1.600182,0.768814,12.697055,11.45168,0.020155,7.130468,10.594971,10.39912,4.627998,8.314867,2.006925,0.093461,0.110564,0.780957,9.920597,0.005299,4,3,4,4,2,2,1,1,1,1,0,0,2,4,2,2,3,4,4,3,60,40
1652,1482,PAC,ENGINEERING/DESIGN,OEM,11.072541,6.879789,12.388413,0.28113,1.136343,1.194668,0.387271,0.446389,0.968393,0.461474,11.275331,0.142669,12.005918,10.813975,9.485957,0.303861,6.072634,2.448679,0.327459,11.907106,1,4,4,5,3,3,0,1,1,0,0,0,4,1,3,1,1,4,3,1,49,51
1653,2295,PAC,PURCHASING,Tier 2,9.46188,12.124704,12.813834,8.719743,1.82357,1.890323,3.793638,1.549445,1.922501,4.754642,11.660139,1.665954,11.621029,12.272082,3.290153,0.119037,0.149445,0.104405,0.219667,0.043809,3,5,5,5,4,4,1,1,1,1,1,0,4,2,3,2,2,1,5,2,45,55
1654,2423,AMR,ENGINEERING/DESIGN,OEM,11.624879,7.108183,11.615241,2.669773,0.042798,0.081379,2.434696,0.050681,0.407889,8.844501,10.836643,2.572949,1.54319,7.568449,10.645189,9.972711,0.867849,0.035853,0.000703,11.076443,4,3,4,3,2,3,1,1,1,0,0,0,3,2,2,2,3,2,3,1,20,80
1655,2507,PAC,MANUFACTURING,OEM,11.835796,9.856988,3.839043,13.632907,1.947752,0.94836,14.800656,9.805123,0.022995,5.209049,3.108124,0.942744,0.238466,14.328708,2.941799,2.977985,0.375393,2.188745,0.28061,0.718761,2,2,4,4,1,2,0,0,1,1,0,0,4,4,3,2,4,2,3,2,100,0
1656,3091,AMR,MANUFACTURING,Molder,3.352233,6.382097,8.667014,10.879299,0.728725,6.864884,7.623552,1.219536,0.667729,4.106029,5.837357,5.638025,12.075699,13.373217,11.23943,0.577757,0.4094,0.273356,0.036683,0.047978,4,4,4,4,3,4,1,1,0,0,0,1,4,3,3,2,2,3,3,2,50,50
1657,2817,EUR,MANAGEMENT (SENIOR),Molder,7.481262,12.06005,9.340235,12.593552,0.513925,12.094922,12.723244,4.153836,0.05306,2.288573,6.131278,0.03327,0.408706,9.993618,3.611669,0.791911,2.126144,0.19252,2.673499,0.734726,4,4,4,4,3,3,1,1,1,1,0,0,4,3,3,2,2,2,4,1,50,50
1658,1414,PAC,PURCHASING,Molder,0.207034,0.091968,0.102971,13.311072,9.562252,12.627687,13.082312,10.518305,0.698887,1.307022,0.243506,4.820316,0.148109,9.290523,0.661038,6.320664,10.946082,0.889477,4.861314,0.30946,,,,,,,,,,,,,,,,,,,,,,
1659,1082,PAC,ENGINEERING/DESIGN,ODM,7.013441,0.458007,1.037653,6.934518,0.121399,4.228772,11.131053,1.082329,9.101058,5.725007,11.489098,10.387005,5.577635,12.810741,4.825645,2.372453,1.165869,0.112037,0.829603,3.596679,4,4,4,4,4,4,1,1,1,1,0,0,4,4,4,2,4,3,4,2,80,20
1660,685,PAC,ENGINEERING/DESIGN,OEM,12.37027,12.142974,12.426103,4.393808,0.046872,0.031771,6.022474,0.664034,0.124638,4.039523,11.964828,6.76034,1.051264,11.070213,12.222156,1.802668,1.567231,0.060043,0.001233,1.237558,4,4,4,4,1,1,1,1,1,1,0,0,4,3,3,3,4,1,3,2,40,60
1660,1359,PAC,ENGINEERING/DESIGN,Molder,5.022198,4.129853,4.043774,13.208294,3.354868,6.863214,13.546565,12.357185,0.078571,2.235793,3.56538,0.273597,1.115668,8.929716,1.520099,13.400001,5.771556,0.38132,0.023272,0.179075,4,4,2,3,3,3,1,0,0,0,0,0,3,4,3,2,3,2,4,2,70,30
1660,2925,PAC,ENGINEERING/DESIGN,OEM,9.410453,0.329133,1.008206,8.317924,0.115355,1.311332,13.982207,3.065884,0.065007,10.389089,1.352695,5.990482,2.656873,14.412855,8.971264,9.166575,0.858745,4.254009,1.75479,2.587121,2,4,1,3,2,2,1,1,0,0,0,0,4,2,4,1,2,1,4,1,30,70
1660,3001,PAC,ENGINEERING/DESIGN,OEM,5.280748,11.60132,9.267325,8.067411,1.581404,6.603994,12.067079,2.665502,0.034517,1.927569,12.090813,10.199935,0.655497,11.306713,5.596027,0.13259,0.474875,0.271905,0.019171,0.155603,4,4,2,3,3,2,1,0,0,0,0,0,4,3,2,4,2,2,4,2,60,40
1660,3770,PAC,PURCHASING,Molder,0.412695,5.56649,6.851165,13.53008,2.455408,3.749925,14.739064,6.614756,0.108714,5.208671,3.362725,0.342875,2.639144,14.552894,3.266569,1.93473,2.438875,0.338525,0.202746,11.68395,4,3,3,4,3,2,0,0,0,0,0,0,3,3,2,2,1,1,4,3,70,30
1661,2050,EUR,PURCHASING,Distributor,2.657574,7.241553,1.336067,13.659636,7.595974,1.100375,14.119471,14.624508,0.484819,2.174257,2.687631,0.616836,0.387917,14.079542,9.792619,1.767422,0.836018,0.230254,4.476062,0.131465,2,4,4,4,2,2,1,1,1,0,0,0,4,4,2,4,1,5,4,1,70,30
1662,672,PAC,SALES,Distributor,3.633243,0.882703,3.404687,2.438006,13.388505,13.650973,5.225045,2.68651,0.043361,11.698223,1.676454,1.801178,10.470808,13.30922,0.397396,3.803372,9.794978,1.567547,0.032237,0.095554,3,3,3,3,3,3,1,0,0,0,1,0,4,2,3,3,3,3,3,3,50,50
1662,2650,PAC,ENGINEERING/DESIGN,OEM,9.862561,0.362541,10.498119,11.712106,5.196144,4.000415,13.573839,12.152382,0.086081,0.964537,3.981555,2.158645,6.879137,13.709434,0.162982,1.763158,1.785114,0.364859,0.015881,0.770512,5,5,3,3,3,3,1,0,0,0,0,0,4,3,2,4,2,2,4,3,60,40
1662,2883,PAC,MANAGEMENT (SENIOR),Other,11.626536,3.908687,3.332096,0.34573,0.316755,9.848477,5.853627,0.221157,3.460205,9.307961,4.841425,2.188911,2.007983,14.201323,4.22415,6.267499,13.643416,1.220355,0.010499,3.173209,5,4,3,4,3,3,1,1,0,0,0,1,2,3,3,2,2,1,4,3,30,70
1663,1421,PAC,PURCHASING,Molder,1.008747,2.797488,3.030937,9.942854,9.667178,13.690444,14.383781,0.970988,11.718494,1.456023,2.895025,2.312241,1.948323,14.179226,1.688834,2.814326,3.433202,0.090753,1.928287,0.042848,5,5,5,5,4,5,1,1,1,1,0,1,5,4,4,1,1,4,2,4,50,50
1664,2244,AMR,PURCHASING,Tier 1,0.403146,0.822584,0.065987,13.734979,0.565675,12.902175,12.991894,7.58843,1.998619,8.491893,4.448857,3.385381,6.591523,13.232131,2.345036,0.36503,6.720054,0.444116,2.886097,0.016392,3,3,4,4,2,1,1,0,1,1,0,0,3,1,1,4,3,4,3,1,50,50
1665,972,PAC,ENGINEERING/DESIGN,OEM,12.195323,8.12392,7.38967,6.385846,0.144243,0.100353,10.75683,5.563732,0.594388,3.028368,12.181552,2.546416,0.352639,10.133074,10.241152,0.153024,0.796158,0.014151,0.226803,9.072359,5,4,4,5,2,2,1,1,1,1,0,0,4,4,3,2,2,2,4,3,70,30
